KIN	AGC_group	PKBalpha
KIN	AGC_group	PKBbeta
KIN	AGC_group	PKBgamma
KIN	AGC_group	SGK1
KIN	AGC_group	SGK3
KIN	AGC_group	SGK2
KIN	AGC_group	PKCalpha
KIN	AGC_group	PKCbeta
KIN	AGC_group	PKCgamma
KIN	AGC_group	PKCeta
KIN	AGC_group	PKCepsilon
KIN	AGC_group	PKCdelta
KIN	AGC_group	PKCtheta
KIN	AGC_group	PKCiota
KIN	AGC_group	PKCzeta
KIN	AGC_group	PKN1
KIN	AGC_group	PKN2
KIN	AGC_group	PKN3
KIN	AGC_group	RSK5
KIN	AGC_group	RPS6KA4
KIN	AGC_group	p70S6K
KIN	AGC_group	p70S6Kb
KIN	AGC_group	RSK1
KIN	AGC_group	RSK2
KIN	AGC_group	RSK3
KIN	AGC_group	RSK4
KIN	AGC_group	GRK2
KIN	AGC_group	GRK3
KIN	AGC_group	GRK1
KIN	AGC_group	GRK7
KIN	AGC_group	GRK4
KIN	AGC_group	GRK5
KIN	AGC_group	GRK6
KIN	AGC_group	DMPK1
KIN	AGC_group	DMPK2
KIN	AGC_group	MRCKb
KIN	AGC_group	MRCKa
KIN	AGC_group	ROCK2
KIN	AGC_group	ROCK1
KIN	AGC_group	NDR1
KIN	AGC_group	NDR2
KIN	AGC_group	CRIK
KIN	AGC_group	LATS1
KIN	AGC_group	LATS2
KIN	AGC_group	MAST3
KIN	AGC_group	MAST2
KIN	AGC_group	MAST1
KIN	AGC_group	MAST4
KIN	AGC_group	MASTL
KIN	AGC_group	SgK494
KIN	AGC_group	YANK3
KIN	AGC_group	YANK2
KIN	AGC_group	YANK1
KIN	AGC_group	RSKL2
KIN	AGC_group	RSKL1
KIN	AGC_group	PRKX
KIN	AGC_group	PRKY
KIN	AGC_group	PKAalpha
KIN	AGC_group	PKAbeta
KIN	AGC_group	PKAgamma
KIN	AGC_group	PKG1cGKI
KIN	AGC_group	PKG2cGKII
KIN	AGC_group	PDK1
KIN	AGC_group	AuroraC
KIN	AGC_group	AuroraB
KIN	AGC_group	AuroraA
KIN	AGC_group	PLK1
KIN	AGC_group	PLK3
KIN	AGC_group	PLK2
KIN	AGC_group	PLK4
KIN	PKB_group	PKBalpha
KIN	PKB_group	PKBbeta
KIN	PKB_group	PKBgamma
KIN	PKBalpha_PKBbeta_group	PKBalpha
KIN	PKBalpha_PKBbeta_group	PKBbeta
KIN	PKBalpha	PKBalpha
KIN	PKBbeta	PKBbeta
KIN	PKBgamma	PKBgamma
KIN	SGK_group	SGK1
KIN	SGK_group	SGK3
KIN	SGK_group	SGK2
KIN	SGK1_SGK3_group	SGK1
KIN	SGK1_SGK3_group	SGK3
KIN	SGK1	SGK1
KIN	SGK3	SGK3
KIN	SGK2	SGK2
KIN	PKC_group	PKCalpha
KIN	PKC_group	PKCbeta
KIN	PKC_group	PKCgamma
KIN	PKC_group	PKCeta
KIN	PKC_group	PKCepsilon
KIN	PKC_group	PKCdelta
KIN	PKC_group	PKCtheta
KIN	PKC_group	PKCiota
KIN	PKC_group	PKCzeta
KIN	PKCalpha_PKCbeta_PKCgamma_group	PKCalpha
KIN	PKCalpha_PKCbeta_PKCgamma_group	PKCbeta
KIN	PKCalpha_PKCbeta_PKCgamma_group	PKCgamma
KIN	PKCalpha_PKCbeta_group	PKCalpha
KIN	PKCalpha_PKCbeta_group	PKCbeta
KIN	PKCalpha	PKCalpha
KIN	PKCbeta	PKCbeta
KIN	PKCgamma	PKCgamma
KIN	PKCeta_PKCepsilon_group	PKCeta
KIN	PKCeta_PKCepsilon_group	PKCepsilon
KIN	PKCeta	PKCeta
KIN	PKCepsilon	PKCepsilon
KIN	PKCdelta_PKCtheta_group	PKCdelta
KIN	PKCdelta_PKCtheta_group	PKCtheta
KIN	PKCdelta	PKCdelta
KIN	PKCtheta	PKCtheta
KIN	PKCiota_PKCzeta_group	PKCiota
KIN	PKCiota_PKCzeta_group	PKCzeta
KIN	PKCiota	PKCiota
KIN	PKCzeta	PKCzeta
KIN	PKN_group	PKN1
KIN	PKN_group	PKN2
KIN	PKN_group	PKN3
KIN	PKN1_PKN2_group	PKN1
KIN	PKN1_PKN2_group	PKN2
KIN	PKN1	PKN1
KIN	PKN2	PKN2
KIN	PKN3	PKN3
KIN	MSK_group	RSK5
KIN	MSK_group	RPS6KA4
KIN	RSK5	RSK5
KIN	RPS6KA4	RPS6KA4
KIN	p70S6K_group	p70S6K
KIN	p70S6K_group	p70S6Kb
KIN	p70S6K	p70S6K
KIN	p70S6Kb	p70S6Kb
KIN	RSK_group	RSK1
KIN	RSK_group	RSK2
KIN	RSK_group	RSK3
KIN	RSK_group	RSK4
KIN	RSK1_RSK2_RSK3_group	RSK1
KIN	RSK1_RSK2_RSK3_group	RSK2
KIN	RSK1_RSK2_RSK3_group	RSK3
KIN	RSK1_RSK2_group	RSK1
KIN	RSK1_RSK2_group	RSK2
KIN	RSK1	RSK1
KIN	RSK2	RSK2
KIN	RSK3	RSK3
KIN	RSK4	RSK4
KIN	GRK_group	GRK2
KIN	GRK_group	GRK3
KIN	GRK_group	GRK1
KIN	GRK_group	GRK7
KIN	GRK_group	GRK4
KIN	GRK_group	GRK5
KIN	GRK_group	GRK6
KIN	GRK2_GRK3_group	GRK2
KIN	GRK2_GRK3_group	GRK3
KIN	GRK2	GRK2
KIN	GRK3	GRK3
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK1
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK7
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK4
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK5
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK6
KIN	GRK1_GRK7_group	GRK1
KIN	GRK1_GRK7_group	GRK7
KIN	GRK1	GRK1
KIN	GRK7	GRK7
KIN	GRK4_GRK5_GRK6_group	GRK4
KIN	GRK4_GRK5_GRK6_group	GRK5
KIN	GRK4_GRK5_GRK6_group	GRK6
KIN	GRK4_GRK5_group	GRK4
KIN	GRK4_GRK5_group	GRK5
KIN	GRK4	GRK4
KIN	GRK5	GRK5
KIN	GRK6	GRK6
KIN	DMPK_group	DMPK1
KIN	DMPK_group	DMPK2
KIN	DMPK_group	MRCKb
KIN	DMPK_group	MRCKa
KIN	DMPK1	DMPK1
KIN	DMPK2_MRCKb_MRCKa_group	DMPK2
KIN	DMPK2_MRCKb_MRCKa_group	MRCKb
KIN	DMPK2_MRCKb_MRCKa_group	MRCKa
KIN	DMPK2	DMPK2
KIN	MRCKb_MRCKa_group	MRCKb
KIN	MRCKb_MRCKa_group	MRCKa
KIN	MRCKb	MRCKb
KIN	MRCKa	MRCKa
KIN	ROCK_group	ROCK2
KIN	ROCK_group	ROCK1
KIN	ROCK2	ROCK2
KIN	ROCK1	ROCK1
KIN	NDR1_NDR2_group	NDR1
KIN	NDR1_NDR2_group	NDR2
KIN	NDR1	NDR1
KIN	NDR2	NDR2
KIN	CRIK	CRIK
KIN	LATS1_LATS2_group	LATS1
KIN	LATS1_LATS2_group	LATS2
KIN	LATS1	LATS1
KIN	LATS2	LATS2
KIN	MAST_group	MAST3
KIN	MAST_group	MAST2
KIN	MAST_group	MAST1
KIN	MAST_group	MAST4
KIN	MAST_group	MASTL
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST3
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST2
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST1
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST4
KIN	MAST3	MAST3
KIN	MAST2_MAST1_MAST4_group	MAST2
KIN	MAST2_MAST1_MAST4_group	MAST1
KIN	MAST2_MAST1_MAST4_group	MAST4
KIN	MAST2	MAST2
KIN	MAST1_MAST4_group	MAST1
KIN	MAST1_MAST4_group	MAST4
KIN	MAST1	MAST1
KIN	MAST4	MAST4
KIN	MASTL	MASTL
KIN	SgK494	SgK494
KIN	YANK_group	YANK3
KIN	YANK_group	YANK2
KIN	YANK_group	YANK1
KIN	YANK3	YANK3
KIN	YANK2_YANK1_group	YANK2
KIN	YANK2_YANK1_group	YANK1
KIN	YANK2	YANK2
KIN	YANK1	YANK1
KIN	RSKL_group	RSKL2
KIN	RSKL_group	RSKL1
KIN	RSKL2	RSKL2
KIN	RSKL1	RSKL1
KIN	PRKX_PRKY_group	PRKX
KIN	PRKX_PRKY_group	PRKY
KIN	PRKX	PRKX
KIN	PRKY	PRKY
KIN	PKA_group	PKAalpha
KIN	PKA_group	PKAbeta
KIN	PKA_group	PKAgamma
KIN	PKAalpha_PKAbeta_group	PKAalpha
KIN	PKAalpha_PKAbeta_group	PKAbeta
KIN	PKAalpha	PKAalpha
KIN	PKAbeta	PKAbeta
KIN	PKAgamma	PKAgamma
KIN	PKGcGK_group	PKG1cGKI
KIN	PKGcGK_group	PKG2cGKII
KIN	PKG1cGKI	PKG1cGKI
KIN	PKG2cGKII	PKG2cGKII
KIN	PDK1	PDK1
KIN	Aurora_group	AuroraC
KIN	Aurora_group	AuroraB
KIN	Aurora_group	AuroraA
KIN	AuroraC_AuroraB_group	AuroraC
KIN	AuroraC_AuroraB_group	AuroraB
KIN	AuroraC	AuroraC
KIN	AuroraB	AuroraB
KIN	AuroraA	AuroraA
KIN	PLK_group	PLK1
KIN	PLK_group	PLK3
KIN	PLK_group	PLK2
KIN	PLK_group	PLK4
KIN	PLK1_PLK2_PLK3_group	PLK1
KIN	PLK1_PLK2_PLK3_group	PLK3
KIN	PLK1_PLK2_PLK3_group	PLK2
KIN	PLK1	PLK1
KIN	PLK3_PLK2_group	PLK3
KIN	PLK3_PLK2_group	PLK2
KIN	PLK3	PLK3
KIN	PLK2	PLK2
KIN	PLK4	PLK4
KIN	ULK_group	ULK1
KIN	ULK_group	ULK2
KIN	ULK_group	ULK3
KIN	ULK_group	ULK4
KIN	ULK_group	Fused
KIN	ULK1_ULK2_ULK3_group	ULK1
KIN	ULK1_ULK2_ULK3_group	ULK2
KIN	ULK1_ULK2_ULK3_group	ULK3
KIN	ULK1_ULK2_group	ULK1
KIN	ULK1_ULK2_group	ULK2
KIN	ULK1	ULK1
KIN	ULK2	ULK2
KIN	ULK3	ULK3
KIN	ULK4_Fused_group	ULK4
KIN	ULK4_Fused_group	Fused
KIN	ULK4	ULK4
KIN	Fused	Fused
KIN	CAMK_group	CaMKIV
KIN	CAMK_group	CaMKIgamma
KIN	CAMK_group	CaMKIalpha
KIN	CAMK_group	CaMKIdelta
KIN	CAMK_group	CaMKIbeta
KIN	CAMK_group	VACAMKL
KIN	CAMK_group	PSKH1
KIN	CAMK_group	PSKH2
KIN	CAMK_group	DCAMKL1
KIN	CAMK_group	DCAMKL2
KIN	CAMK_group	DCAMKL3
KIN	CAMK_group	CaMKIIalpha
KIN	CAMK_group	CaMKIIdelta
KIN	CAMK_group	CaMKIIbeta
KIN	CAMK_group	CaMKIIgamma
KIN	CAMK_group	CASK
KIN	CAMK_group	PHKg1
KIN	CAMK_group	PHKg2
KIN	CAMK_group	MAPKAPK2
KIN	CAMK_group	MAPKAPK3
KIN	CAMK_group	MAPKAPK5
KIN	CAMK_group	Mnk1
KIN	CAMK_group	Mnk2
KIN	CAMK_group	Domain2MSK1
KIN	CAMK_group	Domain2MSK2
KIN	CAMK_group	Domain2RSK1
KIN	CAMK_group	Domain2RSK2
KIN	CAMK_group	Domain2RSK3
KIN	CAMK_group	Domain2RSK4
KIN	CAMK_group	PKD1
KIN	CAMK_group	PKD3
KIN	CAMK_group	PKD2
KIN	CAMK_group	CHK2
KIN	CAMK_group	AMPKa1
KIN	CAMK_group	AMPKa2
KIN	CAMK_group	BRSK2
KIN	CAMK_group	BRSK1
KIN	CAMK_group	MARK3
KIN	CAMK_group	MARK2
KIN	CAMK_group	MARK1
KIN	CAMK_group	MARK4
KIN	CAMK_group	QSK
KIN	CAMK_group	QIK
KIN	CAMK_group	SIK
KIN	CAMK_group	NuaK1
KIN	CAMK_group	NuaK2
KIN	CAMK_group	MELK
KIN	CAMK_group	HUNK
KIN	CAMK_group	CHK1
KIN	CAMK_group	LKB1
KIN	CAMK_group	NIM1
KIN	CAMK_group	SNRK
KIN	CAMK_group	SSTK
KIN	CAMK_group	TSSK3
KIN	CAMK_group	TSSK2
KIN	CAMK_group	TSSK1
KIN	CAMK_group	TSSK4
KIN	CAMK_group	PASK
KIN	CAMK_group	Pim3
KIN	CAMK_group	Pim1
KIN	CAMK_group	Pim2
KIN	CAMK_group	SgK495
KIN	CAMK_group	Trb1
KIN	CAMK_group	Trb2
KIN	CAMK_group	Trb3
KIN	CAMK_group	STK33
KIN	CAMK_group	DAPK1
KIN	CAMK_group	DAPK3
KIN	CAMK_group	DAPK2
KIN	CAMK_group	DRAK1
KIN	CAMK_group	DRAK2
KIN	CAMK_group	TTN
KIN	CAMK_group	smMLCK
KIN	CAMK_group	caMLCK
KIN	CAMK_group	SgK085
KIN	CAMK_group	skMLCK
KIN	CAMK_group	Trio
KIN	CAMK_group	Trad
KIN	CAMK_group	SPEG
KIN	CAMK_group	Obscn
KIN	CAMK_group	Domain2SPEG
KIN	CAMK_group	Domain2Obscn
KIN	CaMKIV	CaMKIV
KIN	CaMKI_group	CaMKIgamma
KIN	CaMKI_group	CaMKIalpha
KIN	CaMKI_group	CaMKIdelta
KIN	CaMKI_group	CaMKIbeta
KIN	CaMKIgamma_CaMKIalpha_CaMKIdelta_group	CaMKIgamma
KIN	CaMKIgamma_CaMKIalpha_CaMKIdelta_group	CaMKIalpha
KIN	CaMKIgamma_CaMKIalpha_CaMKIdelta_group	CaMKIdelta
KIN	CaMKIgamma	CaMKIgamma
KIN	CaMKIalpha_CaMKIdelta_group	CaMKIalpha
KIN	CaMKIalpha_CaMKIdelta_group	CaMKIdelta
KIN	CaMKIalpha	CaMKIalpha
KIN	CaMKIdelta	CaMKIdelta
KIN	CaMKIbeta	CaMKIbeta
KIN	VACAMKL	VACAMKL
KIN	PSK_group	PSKH1
KIN	PSK_group	PSKH2
KIN	PSKH1	PSKH1
KIN	PSKH2	PSKH2
KIN	DCAMKL_group	DCAMKL1
KIN	DCAMKL_group	DCAMKL2
KIN	DCAMKL_group	DCAMKL3
KIN	DCAMKL1_DCAMKL2_group	DCAMKL1
KIN	DCAMKL1_DCAMKL2_group	DCAMKL2
KIN	DCAMKL1	DCAMKL1
KIN	DCAMKL2	DCAMKL2
KIN	DCAMKL3	DCAMKL3
KIN	CaMKII_group	CaMKIIalpha
KIN	CaMKII_group	CaMKIIdelta
KIN	CaMKII_group	CaMKIIbeta
KIN	CaMKII_group	CaMKIIgamma
KIN	CaMKIIalpha_CaMKIIdelta_group	CaMKIIalpha
KIN	CaMKIIalpha_CaMKIIdelta_group	CaMKIIdelta
KIN	CaMKIIalpha	CaMKIIalpha
KIN	CaMKIIdelta	CaMKIIdelta
KIN	CaMKIIbeta_CaMKIIgamma_group	CaMKIIbeta
KIN	CaMKIIbeta_CaMKIIgamma_group	CaMKIIgamma
KIN	CaMKIIbeta	CaMKIIbeta
KIN	CaMKIIgamma	CaMKIIgamma
KIN	CASK	CASK
KIN	PHK_group	PHKg1
KIN	PHK_group	PHKg2
KIN	PHKg1	PHKg1
KIN	PHKg2	PHKg2
KIN	MAPKAPK_group	MAPKAPK2
KIN	MAPKAPK_group	MAPKAPK3
KIN	MAPKAPK_group	MAPKAPK5
KIN	MAPKAPK2_MAPKAPK3_group	MAPKAPK2
KIN	MAPKAPK2_MAPKAPK3_group	MAPKAPK3
KIN	MAPKAPK2	MAPKAPK2
KIN	MAPKAPK3	MAPKAPK3
KIN	MAPKAPK5	MAPKAPK5
KIN	Mnk_group	Mnk1
KIN	Mnk_group	Mnk2
KIN	Mnk1	Mnk1
KIN	Mnk2	Mnk2
KIN	Domain2MSK_group	Domain2MSK1
KIN	Domain2MSK_group	Domain2MSK2
KIN	Domain2MSK1	Domain2MSK1
KIN	Domain2MSK2	Domain2MSK2
KIN	Domain2RSK_group	Domain2RSK1
KIN	Domain2RSK_group	Domain2RSK2
KIN	Domain2RSK_group	Domain2RSK3
KIN	Domain2RSK_group	Domain2RSK4
KIN	Domain2RSK1_Domain2RSK2_Domain2RSK3_group	Domain2RSK1
KIN	Domain2RSK1_Domain2RSK2_Domain2RSK3_group	Domain2RSK2
KIN	Domain2RSK1_Domain2RSK2_Domain2RSK3_group	Domain2RSK3
KIN	Domain2RSK1	Domain2RSK1
KIN	Domain2RSK2_Domain2RSK3_group	Domain2RSK2
KIN	Domain2RSK2_Domain2RSK3_group	Domain2RSK3
KIN	Domain2RSK2	Domain2RSK2
KIN	Domain2RSK3	Domain2RSK3
KIN	Domain2RSK4	Domain2RSK4
KIN	PKD_group	PKD1
KIN	PKD_group	PKD3
KIN	PKD_group	PKD2
KIN	PKD1_PKD3_group	PKD1
KIN	PKD1_PKD3_group	PKD3
KIN	PKD1	PKD1
KIN	PKD3	PKD3
KIN	PKD2	PKD2
KIN	CHK2	CHK2
KIN	AMPK_group	AMPKa1
KIN	AMPK_group	AMPKa2
KIN	AMPKa1	AMPKa1
KIN	AMPKa2	AMPKa2
KIN	BRSK_group	BRSK2
KIN	BRSK_group	BRSK1
KIN	BRSK2	BRSK2
KIN	BRSK1	BRSK1
KIN	MARK_group	MARK3
KIN	MARK_group	MARK2
KIN	MARK_group	MARK1
KIN	MARK_group	MARK4
KIN	MARK3_MARK2_MARK1_group	MARK3
KIN	MARK3_MARK2_MARK1_group	MARK2
KIN	MARK3_MARK2_MARK1_group	MARK1
KIN	MARK3	MARK3
KIN	MARK2_MARK1_group	MARK2
KIN	MARK2_MARK1_group	MARK1
KIN	MARK2	MARK2
KIN	MARK1	MARK1
KIN	MARK4	MARK4
KIN	QIK_group	QSK
KIN	QIK_group	QIK
KIN	QIK_group	SIK
KIN	QSK	QSK
KIN	QIK_SIK_group	QIK
KIN	QIK_SIK_group	SIK
KIN	QIK	QIK
KIN	SIK	SIK
KIN	NuaK_group	NuaK1
KIN	NuaK_group	NuaK2
KIN	NuaK1	NuaK1
KIN	NuaK2	NuaK2
KIN	MELK	MELK
KIN	HUNK	HUNK
KIN	CHK1	CHK1
KIN	LKB1	LKB1
KIN	NIM1	NIM1
KIN	SNRK	SNRK
KIN	TSSK_group	SSTK
KIN	TSSK_group	TSSK3
KIN	TSSK_group	TSSK2
KIN	TSSK_group	TSSK1
KIN	TSSK_group	TSSK4
KIN	SSTK_TSSK3_TSSK2_TSSK1_group	SSTK
KIN	SSTK_TSSK3_TSSK2_TSSK1_group	TSSK3
KIN	SSTK_TSSK3_TSSK2_TSSK1_group	TSSK2
KIN	SSTK_TSSK3_TSSK2_TSSK1_group	TSSK1
KIN	SSTK_TSSK3_group	SSTK
KIN	SSTK_TSSK3_group	TSSK3
KIN	SSTK	SSTK
KIN	TSSK3	TSSK3
KIN	TSSK2_TSSK1_group	TSSK2
KIN	TSSK2_TSSK1_group	TSSK1
KIN	TSSK2	TSSK2
KIN	TSSK1	TSSK1
KIN	TSSK4	TSSK4
KIN	PASK	PASK
KIN	Pim_group	Pim3
KIN	Pim_group	Pim1
KIN	Pim_group	Pim2
KIN	Pim3_Pim1_group	Pim3
KIN	Pim3_Pim1_group	Pim1
KIN	Pim3	Pim3
KIN	Pim1	Pim1
KIN	Pim2	Pim2
KIN	SgK495	SgK495
KIN	Trbl_group	Trb1
KIN	Trbl_group	Trb2
KIN	Trbl_group	Trb3
KIN	Trb1_Trb2_group	Trb1
KIN	Trb1_Trb2_group	Trb2
KIN	Trb1	Trb1
KIN	Trb2	Trb2
KIN	Trb3	Trb3
KIN	STK33	STK33
KIN	DAPK_group	DAPK1
KIN	DAPK_group	DAPK3
KIN	DAPK_group	DAPK2
KIN	DAPK1_DAPK3_group	DAPK1
KIN	DAPK1_DAPK3_group	DAPK3
KIN	DAPK1	DAPK1
KIN	DAPK3	DAPK3
KIN	DAPK2	DAPK2
KIN	DRAK_group	DRAK1
KIN	DRAK_group	DRAK2
KIN	DRAK1	DRAK1
KIN	DRAK2	DRAK2
KIN	MLCK_group	TTN
KIN	MLCK_group	smMLCK
KIN	MLCK_group	caMLCK
KIN	MLCK_group	SgK085
KIN	MLCK_group	skMLCK
KIN	TTN	TTN
KIN	caMLCK_SgK085_skMLCK_smMLCK_group	smMLCK
KIN	caMLCK_SgK085_skMLCK_smMLCK_group	caMLCK
KIN	caMLCK_SgK085_skMLCK_smMLCK_group	SgK085
KIN	caMLCK_SgK085_skMLCK_smMLCK_group	skMLCK
KIN	smMLCK	smMLCK
KIN	caMLCK_SgK085_skMLCK_group	caMLCK
KIN	caMLCK_SgK085_skMLCK_group	SgK085
KIN	caMLCK_SgK085_skMLCK_group	skMLCK
KIN	caMLCK_SgK085_group	caMLCK
KIN	caMLCK_SgK085_group	SgK085
KIN	caMLCK	caMLCK
KIN	SgK085	SgK085
KIN	skMLCK	skMLCK
KIN	Trio_group	Trio
KIN	Trio_group	Trad
KIN	Trio_group	SPEG
KIN	Trio_group	Obscn
KIN	Trio_group	Domain2SPEG
KIN	Trio_group	Domain2Obscn
KIN	Trio_Trad_group	Trio
KIN	Trio_Trad_group	Trad
KIN	Trio	Trio
KIN	Trad	Trad
KIN	SPEG_Obscn_Domain2SPEG_Domain2Obscn_group	SPEG
KIN	SPEG_Obscn_Domain2SPEG_Domain2Obscn_group	Obscn
KIN	SPEG_Obscn_Domain2SPEG_Domain2Obscn_group	Domain2SPEG
KIN	SPEG_Obscn_Domain2SPEG_Domain2Obscn_group	Domain2Obscn
KIN	SPEG_Obscn_group	SPEG
KIN	SPEG_Obscn_group	Obscn
KIN	SPEG	SPEG
KIN	Obscn	Obscn
KIN	Domain2SPEG_Domain2Obscn_group	Domain2SPEG
KIN	Domain2SPEG_Domain2Obscn_group	Domain2Obscn
KIN	Domain2SPEG	Domain2SPEG
KIN	Domain2Obscn	Domain2Obscn
KIN	CaMKK_group	CaMKKbeta
KIN	CaMKK_group	CaMKKalpha
KIN	CaMKKbeta	CaMKKbeta
KIN	CaMKKalpha	CaMKKalpha
KIN	IKK_group	IKKalpha
KIN	IKK_group	IKKbeta
KIN	IKK_group	IKKepsilon
KIN	IKK_group	TBK1
KIN	IKKalpha_IKKbeta_group	IKKalpha
KIN	IKKalpha_IKKbeta_group	IKKbeta
KIN	IKKalpha	IKKalpha
KIN	IKKbeta	IKKbeta
KIN	IKKepsilon_TBK1_group	IKKepsilon
KIN	IKKepsilon_TBK1_group	TBK1
KIN	IKKepsilon	IKKepsilon
KIN	TBK1	TBK1
KIN	TLK_group	TLK1
KIN	TLK_group	TLK2
KIN	TLK1	TLK1
KIN	TLK2	TLK2
KIN	CMGC_group	CK2alpha
KIN	CMGC_group	CK2a2
KIN	CMGC_group	CDK1
KIN	CMGC_group	CDK2
KIN	CMGC_group	CDK3
KIN	CMGC_group	CDK5
KIN	CMGC_group	PCTAIRE1
KIN	CMGC_group	PCTAIRE2
KIN	CMGC_group	PCTAIRE3
KIN	CMGC_group	PFTAIRE1
KIN	CMGC_group	PFTAIRE2
KIN	CMGC_group	CDK4
KIN	CMGC_group	CDK6
KIN	CMGC_group	CDK7
