KP	KP2	Target
TPK1		YNL186W
TPK1		YNL245C
TPK1		YBR108W
TPK1		YFR017C
TPK1		YIL074C
TPK1		YBR130C
TPK1		YDR001C
TPK1		YGL254W
TPK1		YNL027W
TPK1		YDL070W
TPK1		YNL136W
TPK1		YER125W
TPK1		YBL055C
TPK1		YOR198C
TPK1		YLR363C
TPK1		YMR196W
TPK1		YMR182C
TPK1		YJL141C
TPK1		YLR022C
TPK1		YOR162C
TPK1		YPL181W
TPK1		YLR410W-A
TPK1		YIL075C
TPK1		YNL166C
TPK1		YER082C
TPK1		YFR010W
TPK1		YOL130W
TPK1		YPL146C
TPK1		YDR292C
TPK1		YDR379W
TPK1		YMR205C
TPK1		YDR169C
TPK1		YNL007C
TPK1		YMR081C
TPK1		YOR141C
TPK1		YMR067C
TPK1		YPL023C
TPK1		YNL101W
TPK1		YOR054C
TPK1		YIL047C
TPK1		YGL205W
TPK1		YCR016W
TPK1		YGR135W
TPK1		YFL001W
TPK1		YJR014W
TPK1		YPR091C
TPK1		YGR223C
TPK1		YJL084C
TPK1		YEL015W
TPK1		YJL033W
TPK1		YNL196C
TPK1		YDR293C
TPK1		YKL121W
TPK1		YFL023W
TPK1		YBL057C
TPK1		YER127W
TPK1		YIL156W
TPK1		YOR083W
TPK1		YPR171W
TPK1		YDL153C
TPK1		YMR140W
TPK1		YKR009C
TPK1		YFR034C
TPK1		YPL133C
TPK1		YBR118W
TPK1		YDR439W
TPK1		YLR350W
TPK1		YNL189W
TPK1		YGR129W
TPK1		YOR113W
TPK1		YER098W
TPK1		YDL051W
TPK1		YHL033C
TPK1		YDR120C
TPK1		YPL104W
TPK1		YDR113C
TPK1		YHL019C
TPK1		YMR184W
TPK1		YML037C
TPK1		YKL042W
TPK1		YOR288C
TPK1		YIL107C
TPK1		YNL125C
TPK1		YPR143W
TPK1		YDR229W
TPK1		YMR229C
TPK1		YGL105W
TPK1		YLR003C
TPK1		YGR159C
TPK1		YOR070C
TPK1		YDL001W
TPK1		YLL043W
TPK1		YOR216C
TPK1		YNL227C
TPK1		YJR001W
TPK1		YKL064W
TPK1		YOR056C
TPK1		YGL207W
TPK1		YPR137C-A
TPK1		YGR130C
TPK1		YLL029W
TPK1		YKL093W
TPK1		YEL039C
TPK1		YBR155W
TPK1		YMR316W
TPK1		YNR019W
TPK1		YML045W-A
TPK1		YKL079W
TPK1		YDR259C
TPK1		YNL045W
TPK1		YKR068C
TPK1		YDR208W
TPK1		YPR115W
TPK1		YPL257W-A
TPK1		YLR192C
TPK1		YLR265C
TPK1		YER122C
TPK1		YDR070C
TPK1		YOR092W
TPK1		YLL008W
TPK1		YDR273W
TPK1		YGR276C
TPK1		YLR098C
TPK1		YKL008C
TPK1		YKR022C
TPK1		YDR257C
TPK1		YGR008C
TPK1		YLR345W
TPK1		YOR123C
TPK1		YJL080C
TPK1		YNL272C
TPK1		YGR038W
TPK1		YDL099W
TPK1		YOR386W
TPK1		YIL112W
TPK1		YPR019W
TPK1		YCL014W
TPK1		YNL182C
TPK1		YLR133W
TPK1		YLR410W
TPK1		YPR029C
TPK1		YKL160W
TPK1		YDR158W
TPK1		YDR035W
TPK1		YKL206C
TPK1		YGR234W
TPK1		YGR235C
TPK1		YHR207C
TPK1		YKR100C
TPK1		YNL157W
TPK1		YFL050C
TPK1		YMR102C
TPK1		YLR173W
TPK1		YKL061W
TPK1		YPL240C
TPK1		YKR021W
TPK1		YKR094C
TPK1		YGL168W
TPK1		YKL171W
TPK1		YBL085W
TPK1		YIL033C
TPK1		YGL184C
TPK1		YDR425W
TPK1		YER078C
TPK1		YLR301W
TPK1		YMR099C
TPK1		YML118W
TPK1		YLL038C
TPK1		YLR258W
TPK1		YHR182W
TPK1		YBR157C
TPK1		YKR090W
TPK1		YJL167W
TPK1		YPL056C
TPK1		YDL236W
TPK1		YPR160W
TPK1		YOR276W
TPK1		YGL014W
TPK1		YHR105W
TPK1		YKL191W
TPK1		YJR049C
TPK1		YPL203W
TPK1		YKL127W
TPK1		YGL023C
TPK1		YER010C
TPK1		YKL193C
TPK1		YKL062W
TPK1		YNR039C
TPK1		YHL024W
TPK1		YNL167C
TPK1		YPR040W
TPK1		YGL067W
TPK1		YOR134W
TPK1		YGR266W
TPK1		YDR207C
TPK1		YIL135C
TPK1		YGR267C
TPK1		YJL070C
TPK1		YLL028W
TPK1		YDR309C
TPK1		YJL020C
TPK1		YKL166C
TPK1		YFL017W-A
TPK1		YNL074C
TPK1		YGR210C
TPK1		YKL116C
TPK1		YBL058W
TPK2		YKL093W
TPK2		YOR113W
TPK2		YKL079W
TPK2		YPL077C
TPK2		YGR249W
TPK2		YMR184W
TPK2		YMR081C
TPK2		YIL107C
TPK2		YJR001W
TPK2		YKL064W
TPK2		YFR017C
TPK2		YDR169C
TPK2		YJL141C
TPK2		YMR140W
TPK2		YML118W
TPK2		YKR097W
TPK2		YOR250C
TPK2		YLR231C
TPK2		YKL121W
TPK2		YPL203W
TPK2		YFR014C
TPK2		YJL146W
TPK2		YHL024W
TPK2		YKL166C
TPK2		YIL033C
TPK2		YOL016C
TPK2		YNL263C
TPK2		YMR120C
TPK2		YBR059C
TPK3		YMR184W
TPK3		YMR081C
TPK3		YKL093W
TPK3		YFR014C
TPK3		YOR334W
TPK3		YLR410W
TPK3		YJR001W
TPK3		YKL064W
TPK3		YFR017C
TPK3		YPL240C
TPK3		YHL020C
TPK3		YDR023W
TPK3		YOR187W
TPK3		YAR018C
TPK3		YKR072C
TPK3		YOR068C
TPK3		YPL146C
TPK3		YLR443W
TPK3		YDR379W
TPK3		YHR182W
TPK3		YLR113W
TPK3		YHR168W
TPK3		YML013W
TPK3		YEL065W
TPK3		YKL114C
TPK3		YHR158C
TPK3		YBR142W
TPK3		YNR006W
TPK3		YDR285W
TPK3		YMR223W
TPK3		YNR042W
TPK3		YKL157W
TPK3		YJR014W
TPK3		YPL056C
TPK3		YOR134W
TPK3		YHR028C
TPK3		YIL033C
TPK3		YOL121C
TPK3		YGL075C
TPK3		YOR163W
TPK3		YOL052C
TPK3		YDR068W
TPK3		YGL184C
TPK3		YGR285C
TPK3		YDR443C
TPK3		YNL117W
TPK3		YER168C
TPK3		YDL081C
TPK3		YNL245C
TPK3		YOR266W
TPK3		YHR185C
TPK3		YPL166W
TPK3		YLR043C
TPK3		YPL138C
TPK3		YDR237W
TPK3		YDL165W
TPK3		YBR298C-A
TPK3		YDR382W
TPK3		YLR044C
TPK3		YLR440C
TPK3		YHR157W
TPK3		YBR059C
TPK3		YDR158W
TPK3		YKL171W
TPK3		YAR019C
TPK3		YOL016C
TPK3		YHR082C
TPK3		YNL280C
TPK3		YGL180W
TPK3		YDR425W
TPK3		YNL227C
TPK3		YIL172C
TPK3		YNL263C
TPK3		YMR120C
TPK3		YDL179W
TPK3		YIL002C
TPK3		YPL203W
TPK3		YPL232W
TPK3		YOR002W
VHS1		YIL033C
VHS1		YHR063C
VHS1		YJR130C
VHS1		YNR034W
VHS1		YKL093W
VHS1		YJR049C
VHS1		YIL107C
VHS1		YBL066C
VHS1		YBR059C
VHS1		YBL024W
VHS1		YGL184C
VHS1		YMR140W
VHS1		YCR073W-A
VHS1		YGR249W
YAK1		YBR273C
YAK1		YGR267C
YAK1		YBL066C
YCK1		YDR190C
YCK1		YDL228C
YCK1		YER064C
YCK1		YDR023W
YCK1		YER082C
YCK1		YDL166C
YCK1		YOR177C
YCK1		YML096W
YCK1		YAL037W
YCK1		YDL243C
YCK1		YNL284C-A
YCK1		YGR038C-A
YCK1		YGL245W
YCK1		YNL022C
YCK1		YGL256W
YCK1		YJL110C
YCK1		YPL078C
YCK1		YDR134C
YCK1		YBL024W
YCK1		YDL135C
YCK1		YDL153C
YCK1		YBR118W
YCK1		YBL014C
YCK1		YPL071C
YCK1		YDR188W
YCK1		YBL007C
YCK1		YGR231C
YCK1		YLR256W
YCK1		YDR196C
YCK1		YFL031W
YCK1		YML037C
YCK1		YMR184W
YCK1		YPR013C
YCK1		YGL105W
YCK1		YDL223C
YCK1		YBR086C
YCK1		YJL108C
YCK1		YAL028W
YCK1		YOL078W
YCK1		YPR137C-A
YCK1		YML080W
YCK1		YPR169W
YCK1		YDL070W
YCK1		YAL034W-A
YCK1		YBL011W
YCK1		YBR090C
YCK1		YGL048C
YCK1		YGL091C
YCK1		YPL257W-A
YCK1		YER122C
YCK1		YOR092W
YCK1		YDL053C
YCK1		YPR050C
YCK1		YGR276C
YCK1		YGR165W
YCK1		YML045W-A
YCK1		YKL077W
YCK1		YCR014C
YCK1		YNL186W
YCK1		YNL027W
YCK1		YML035C
YCK1		YOR239W
YCK1		YIL141W
YCK1		YDL019C
YCK1		YMR268C
YCK1		YCR073W-A
YCK1		YNL073W
YCK1		YLR293C
YCK1		YJL198W
YCK1		YFR014C
YCK1		YGL051W
YCK1		YPR152C
YCK1		YHR117W
YCK1		YHL013C
YCK1		YJR089W
YCK1		YHR073W
YCK1		YFR021W
YCK1		YHR009C
YCK1		YLR244C
YCK1		YBR055C
YCK1		YNL199C
YCK1		YOR260W
YCK1		YOR123C
YCK1		YDL025C
YCK1		YMR049C
YCK1		YMR165C
YCK1		YKL160W
YCK1		YFR029W
YCK1		YKL146W
YCK1		YNL272C
YCK1		YNL149C
YCK1		YOR254C
YCK1		YGL122C
YCK1		YGL209W
YCK1		YDR362C
YCK1		YDR239C
YCK1		YJR076C
YCK1		YKR048C
YCK1		YHR081W
YCK1		YNL207W
YCK1		YLR375W
YCK1		YFL034W
YCK1		YOL091W
YCK1		YIR003W
YCK1		YJR019C
YCK1		YOL070C
YCK1		YMR275C
YCK1		YHR214C-C
YCK1		YPL100W
YCK1		YDR312W
YCK1		YOR204W
YCK1		YER131W
YCK1		YKR092C
YCK1		YMR173W
YCK1		YBL061C
YCK1		YGR249W
YCK1		YKR041W
YCK1		YML062C
YCK1		YBL047C
YCK1		YGL079W
YCK1		YHR090C
YCK1		YBL032W
YCK1		YHR156C
YCK1		YMR290C
YCK1		YDR153C
YCK1		YFR024C
YCK1		YFR038W
YCK1		YBR108W
YCK1		YNL245C
YCK1		YMR297W
YCK1		YGR126W
YCK1		YFL050C
YCK1		YBR130C
YCK1		YKR071C
YCK1		YDL099W
YCK1		YDR037W
YCK1		YHL009C
YCK1		YER125W
YCK1		YBL055C
YCK1		YKR079C
YCK1		YDL115C
YCK1		YPR158W-A
YCK1		YNL165W
YCK1		YJR092W
YCK1		YAR014C
YCK1		YLR276C
YCK1		YJL148W
YCK1		YPL181W
YCK1		YNL173C
YCK1		YLR410W-A
YCK1		YIL075C
YCK1		YOR344C
YCK1		YFR010W
YCK1		YOL130W
YCK1		YPL146C
YCK1		YNL304W
YCK1		YDR169C
YCK1		YER024W
YCK1		YKL048C
YCK1		YOL123W
YCK1		YLR429W
YCK1		YGL248W
YCK1		YKR094C
YCK1		YMR081C
YCK1		YKR022C
YCK1		YOR141C
YCK1		YOR054C
YCK1		YPR083W
YCK1		YBL078C
YCK1		YHL024W
YCK1		YOL153C
YCK1		YDR034C-C
YCK1		YDR540C
YCK1		YLR132C
YCK1		YPR091C
YCK1		YOL103W-A
YCK1		YLR451W
YCK1		YJL084C
YCK1		YDR293C
YCK1		YJL033W
YCK1		YKL121W
YCK1		YLR030W
YCK1		YPR019W
YCK1		YER127W
YCK1		YCL029C
YCK1		YIL156W
YCK1		YOR083W
YCK1		YNL094W
YCK1		YJR044C
YCK1		YLR125W
YCK1		YML007W
YCK1		YCL014W
YCK1		YFR034C
YCK1		YIL091C
YCK1		YPL133C
YCK1		YDR439W
YCK1		YLR350W
YCK1		YKR045C
YCK1		YNL189W
YCK1		YDR330W
YCK1		YGR100W
YCK1		YPR158C-C
YCK1		YDR113C
YCK1		YHL019C
YCK1		YKL042W
YCK1		YNL125C
YCK1		YIL107C
YCK1		YPR143W
YCK1		YMR229C
YCK1		YLR003C
YCK1		YOR070C
YCK1		YHR014W
YCK1		YGR159C
YCK1		YLL043W
YCK1		YPR129W
YCK1		YJR001W
YCK1		YNL227C
YCK1		YLL022C
YCK1		YDR091C
YCK1		YOR056C
YCK1		YGL207W
YCK1		YGR130C
YCK1		YKL093W
YCK1		YDR346C
YCK1		YBR155W
YCK1		YFL054C
YCK1		YNR019W
YCK1		YMR316W
YCK1		YKL079W
YCK1		YLR323C
YCK1		YKL195W
YCK1		YLR257W
YCK1		YNL314W
YCK1		YER034W
YCK1		YEL017W
YCK1		YGR021W
YCK1		YPR115W
YCK1		YDR440W
YCK1		YNL054W-A
YCK1		YDL220C
YCK1		YLR192C
YCK1		YLR265C
YCK1		YLL008W
YCK1		YLR410W
YCK1		YOR340C
YCK1		YLR098C
YCK1		YOR078W
YCK1		YPL190C
YCK1		YGL003C
YCK1		YDL051W
YCK1		YDR099W
YCK1		YJL105W
YCK1		YGR026W
YCK1		YKL114C
YCK1		YGR027W-A
YCK1		YFL023W
YCK1		YLR183C
YCK1		YMR140W
YCK1		YDR208W
YCK1		YOR042W
YCK1		YMR288W
YCK1		YNL293W
YCK1		YKL023W
YCK1		YER139C
YCK1		YMR102C
YCK1		YDR328C
YCK1		YOR119C
YCK1		YOR162C
YCK1		YDL013W
YCK1		YNL007C
YCK1		YGL190C
YCK1		YIL010W
YCK1		YGR259C
YCK1		YJR072C
YCK1		YNL167C
YCK1		YMR039C
YCK1		YBR270C
YCK1		YIL077C
YCK1		YDR229W
YCK1		YGR108W
YCK1		YER092W
YCK1		YJL166W
YCK2		YAL034W-A
YCK2		YDR099W
YCK2		YER013W
YCK2		YOR362C
YCK2		YBR055C
YCK2		YDR170W-A
YCK2		YNL155W
YCK2		YOR123C
YCK2		YKL168C
YCK2		YMR165C
YCK2		YKL073W
YCK2		YPR058W
YCK2		YNL284C-A
YCK2		YGR038C-A
YCK2		YNL272C
YCK2		YNL149C
YCK2		YGL122C
YCK2		YBR237W
YCK2		YFR022W
YCK2		YIL072W
YCK2		YDL236W
YCK2		YML083C
YCK2		YNL192W
YCK2		YOL091W
YCK2		YDL019C
YCK2		YDL149W
YCK2		YBL024W
YCK2		YBL010C
YCK2		YHR214C-C
YCK2		YDR007W
YCK2		YPL217C
YCK2		YMR144W
YCK2		YBR042C
YCK2		YBL061C
YCK2		YDR152W
YCK2		YCR073W-A
YCK2		YHR207C
YCK2		YDR458C
YCK2		YDL128W
YCK2		YOL122C
YCK2		YHR090C
YCK2		YJR048W
YCK2		YDL223C
YCK2		YBR086C
YCK2		YDR153C
YCK2		YNL186W
YCK2		YNL245C
YCK2		YBR108W
YCK2		YGR126W
YCK2		YJR056C
YCK2		YDL201W
YCK2		YBR130C
YCK2		YKR071C
YCK2		YIL016W
YCK2		YLR326W
YCK2		YNL034W
YCK2		YNL027W
YCK2		YPL138C
YCK2		YDL070W
YCK2		YDR037W
YCK2		YDR226W
YCK2		YBL055C
YCK2		YKR079C
YCK2		YDL056W
YCK2		YJR063W
YCK2		YPR158W-A
YCK2		YBR247C
YCK2		YGL051W
YCK2		YNL267W
YCK2		YPL181W
YCK2		YDR480W
YCK2		YNL173C
YCK2		YLR410W-A
YCK2		YBR225W
YCK2		YMR233W
YCK2		YER082C
YCK2		YPL146C
YCK2		YOR177C
YCK2		YPR032W
YCK2		YDR299W
YCK2		YLR429W
YCK2		YMR291W
YCK2		YDR074W
YCK2		YOR141C
YCK2		YMR067C
YCK2		YNL101W
YCK2		YHR114W
YCK2		YBR233W
YCK2		YDR034C-C
YCK2		YMR111C
YCK2		YMR285C
YCK2		YGR027W-A
YCK2		YLR401C
YCK2		YOL139C
YCK2		YDR184C
YCK2		YPR091C
YCK2		YOL103W-A
YCK2		YLR314C
YCK2		YCR024C
YCK2		YDR293C
YCK2		YDL225W
YCK2		YFL023W
YCK2		YNL218W
YCK2		YMR046C
YCK2		YBL064C
YCK2		YBR270C
YCK2		YLR393W
YCK2		YBL057C
YCK2		YIL156W
YCK2		YDR134C
YCK2		YIL135C
YCK2		YBL086C
YCK2		YDL153C
YCK2		YMR140W
YCK2		YIL091C
YCK2		YBR118W
YCK2		YBL014C
YCK2		YIL077C
YCK2		YBL007C
YCK2		YDR330W
YCK2		YDL088C
YCK2		YLR372W
YCK2		YCL008C
YCK2		YPR158C-C
YCK2		YOR208W
YCK2		YMR184W
YCK2		YML037C
YCK2		YPR013C
YCK2		YNL066W
YCK2		YDR026C
YCK2		YNL125C
YCK2		YIL107C
YCK2		YBR285W
YCK2		YDL125C
YCK2		YMR229C
YCK2		YLL043W
YCK2		YAL028W
YCK2		YNL074C
YCK2		YDL038C
YCK2		YGL207W
YCK2		YPR137C-A
YCK2		YLR221C
YCK2		YEL039C
YCK2		YBR025C
YCK2		YOR295W
YCK2		YML080W
YCK2		YBR155W
YCK2		YDL002C
YCK2		YNR019W
YCK2		YML045W-A
YCK2		YDR259C
YCK2		YOR107W
YCK2		YLR257W
YCK2		YDR208W
YCK2		YDR295C
YCK2		YNL054W-A
YCK2		YDL220C
YCK2		YPL257W-A
YCK2		YER063W
YCK2		YER122C
YCK2		YLR410W
YCK2		YGR276C
YCK2		YOR078W
YCK2		YPR152C
YCK2		YNL097C
YCK2		YNR006W
YCK2		YGL245W
YCK2		YDR109C
YCK2		YOR168W
YCK2		YHL009C
YCK2		YKL178C
YCK2		YDL204W
YCK2		YDL051W
YCK2		YPL191C
YCK2		YML110C
YCK2		YHR131C
YCK2		YNL045W
YCK2		YOR092W
YCK2		YML096W
YCK2		YOR239W
YCK2		YHR082C
YCK2		YOR181W
YCK2		YHR104W
YCK2		YNL033W
YCK2		YNL136W
YCK2		YDL013W
YCK2		YML035C
YCK2		YJL084C
YCK2		YER098W
YCK2		YLR242C
YCK2		YNR047W
YCK2		YGL105W
YCK2		YGR159C
YCK2		YDR266C
YCK2		YMR295C
YCK2		YHR073W
YCK2		YNL010W
YCK2		YJL051W
YCK2		YLR375W
YCK2		YOR276W
YCK2		YBL105C
YCK2		YML026C
YCK2		YMR290C
YCK2		YJL162C
YCK2		YJL111W
YCK2		YPR198W
YCK2		YDL006W
YCK2		YDL043C
YCK2		YMR190C
YCK2		YDL173W
YCK2		YNL116W
YCK2		YNL022C
YCK2		YDL181W
YCK2		YNL080C
YCK2		YDR200C
YCK2		YDR388W
YCK2		YNL073W
YCK2		YOL104C
YCK2		YNL001W
YCK2		YKL079W
YCK2		YNL133C
YCK3		YDR428C
YDR466W		YLR228C
YDR466W		YML037C
YDR466W		YOL139C
YDR466W		YJL089W
YDR466W		YNL232W
YDR466W		YPL246C
YGL059W		YPL240C
YGL059W		YKR048C
YGL059W		YDR068W
YGL059W		YDL139C
YGL059W		YGL180W
YGL059W		YFL050C
YGL059W		YHR185C
YGL059W		YKL181W
YGL059W		YDR099W
YGL059W		YHR117W
YGL059W		YGR008C
YGL059W		YML063W
YGL059W		YLL038C
YGL059W		YLR258W
YGL059W		YPL077C
YGL059W		YHR157W
YGL059W		YDR042C
YGL059W		YBR157C
YGL059W		YBR059C
YGL059W		YKL062W
YGL059W		YMR165C
YGL059W		YNR039C
YGL059W		YKR090W
YGL059W		YGL205W
YGL059W		YBR142W
YGL059W		YKL171W
YGL059W		YGR179C
YGL059W		YJL164C
YGL059W		YPL056C
YGL059W		YJL084C
YGL059W		YDR293C
YGL059W		YOR134W
YGL059W		YGR266W
YGL059W		YHR028C
YGL059W		YOL016C
YGL059W		YHR082C
YGL059W		YOR083W
YGL059W		YAL009W
YGL059W		YDL019C
YGL059W		YIL135C
YGL059W		YOL070C
YGL059W		YGR267C
YGL059W		YMR140W
YGL059W		YJL070C
YGL059W		YGR285C
YGL059W		YLL028W
YGL059W		YGR038W
YGL059W		YOR113W
YGL059W		YLL018C
YGL059W		YNL117W
YGL059W		YKR092C
YGL059W		YBR028C
YGL059W		YPL006W
YGL059W		YCR073W-A
YGL059W		YGR249W
YGL059W		YKR100C
YGL059W		YKL166C
YGL059W		YHR207C
YGL059W		YMR086W
YGL059W		YFL017W-A
YGL059W		YLR319C
YGL059W		YIL107C
YGL059W		YIL070C
YGL059W		YDR425W
YGL059W		YGL105W
YGL059W		YDL223C
YGL059W		YLR003C
YGL059W		YGR257C
YGL059W		YLR195C
YGL059W		YJR001W
YGL059W		YJR059W
YGL059W		YNL186W
YGL059W		YNL074C
YGL059W		YHR105W
YGL059W		YKL064W
YGL059W		YNL245C
YGL059W		YFR017C
YGL059W		YNL263C
YGL059W		YKL116C
YGL059W		YLL029W
YGL059W		YMR120C
YGL059W		YJR049C
YGL059W		YKL093W
YGL059W		YKL079W
YGL059W		YML048W
YGL059W		YER078C
YGL059W		YBR170C
YGL059W		YPL203W
YGL059W		YDR070C
YGL059W		YMR196W
YGL059W		YOR002W
YGL059W		YKL008C
YGR052W		YML037C
YGR052W		YDL006W
YGR052W		YAR019C
YGR052W		YBR107C
YGR052W		YMR165C
YGR052W		YJL105W
YGR052W		YCR017C
YGR052W		YJL051W
YGR052W		YDL153C
YGR052W		YNL186W
YKL171W		YPR063C
YKL171W		YDR023W
YKL171W		YER098W
YKL171W		YKR097W
YKL171W		YOL125W
YKL171W		YMR184W
YKL171W		YOL104C
YKL171W		YOL006C
YKL171W		YMR229C
YKL171W		YAL028W
YKL171W		YNL167C
YKL171W		YIL096C
YKL171W		YBR212W
YKL171W		YPL240C
YKL171W		YIL084C
YKL171W		YDL228C
YKL171W		YER064C
YKL171W		YOL079W
YKL171W		YGR231C
YKL171W		YPR203W
YKL171W		YPL177C
YKL171W		YML096W
YKL171W		YOL163W
YKL171W		YGL105W
YKL171W		YFL016C
YKL171W		YGR038C-A
YKL171W		YDL210W
YKL171W		YPL172C
YKL171W		YNL027W
YKL171W		YHR131C
YKL171W		YNL022C
YKL171W		YMR053C
YKL171W		YAL034W-A
YKL171W		YFL014W
YKL171W		YLR455W
YKL171W		YCL043C
YKL171W		YPR160W
YKL171W		YDR134C
YKL171W		YPR050C
YKL171W		YBL010C
YKL171W		YDL153C
YKL171W		YGR276C
YMR291W		YJR059W
YOL128C		YIL033C
YOL128C		YOL016C
YOL128C		YLR303W
YOL128C		YKR055W
YOL128C		YJR059W
YOR267C		YNL272C
YOR267C		YDR023W
YOR267C		YBR072W
YOR267C		YAR019C
YOR267C		YER098W
YOR267C		YNR019W
YOR267C		YPR032W
YOR267C		YBL011W
YOR267C		YPR160W
YOR267C		YML096W
YOR267C		YBR086C
YOR267C		YGL051W
YOR267C		YAL028W
YOR267C		YGR276C
YOR267C		YDL153C
YPL141C		YKR072C
YPL141C		YMR291W
YPL141C		YMR165C
YPL141C		YOR239W
YPL141C		YNL272C
YPL141C		YAR019C
YPL141C		YKR048C
YPL141C		YJR141W
YPL141C		YBR169C
YPL141C		YMR155W
YPL141C		YMR173W
YPL141C		YML037C
YPL141C		YBL047C
YPL141C		YBR108W
YPL141C		YGL207W
YPL141C		YKR071C
YPL141C		YDL002C
YPL141C		YHL009C
YPL141C		YER122C
YPL141C		YLL008W
YPL141C		YGR276C
YPL141C		YDR023W
YPL141C		YDR299W
YPL141C		YML035C
YPL141C		YGR167W
YPL141C		YOR123C
YPL141C		YNL246W
YPL141C		YOR141C
YPL141C		YMR190C
YPL141C		YKL160W
YPL141C		YFL062W
YPL141C		YFR033C
YPL141C		YLR295C
YPL141C		YNL284C-A
YPL141C		YOR210W
YPL141C		YOL139C
YPL141C		YGL245W
YPL141C		YPL190C
YPL141C		YFL023W
YPL141C		YCL043C
YPL141C		YMR235C
YPL141C		YDL135C
YPL141C		YBL007C
YPL141C		YDR087C
YPL141C		YDR152W
YPL141C		YOL107W
YPL141C		YOL125W
YPL141C		YJR142W
YPL141C		YDL223C
YPL141C		YDL074C
YPL141C		YPR137C-A
YPL141C		YOR281C
YPL141C		YBR155W
YPL141C		YJL115W
YPL141C		YGL084C
YPL141C		YGR258C
YPL141C		YGL051W
YPL141C		YDL006W
YPL141C		YCR100C
YPL141C		YPR128C
YPL141C		YJR105W
YPL141C		YNL125C
YPL141C		YJR095W
YPL150W		YER002W
YPL150W		YHL003C
YPL150W		YBL023C
YPL150W		YHL021C
YPL150W		YPL281C
YPL150W		YJR142W
YPL150W		YDL220C
YPL150W		YDL128W
YPL150W		YIL070C
YPL150W		YGR078C
YPL150W		YBL024W
YPL150W		YNR006W
YPL150W		YMR111C
YPL150W		YDR188W
YPL150W		YKR048C
YPL150W		YLL008W
YPL150W		YNL186W
YPL150W		YOR362C
YPL150W		YJR105W
YPL150W		YNL211C
YPL150W		YPR072W
YPL150W		YNL077W
YPL150W		YNL064C
YPL150W		YGL013C
YPL150W		YIL057C
